Series Name,Series Code,Country Name,Country Code,2016 [YR2016],2017 [YR2017],2018 [YR2018]
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Nicaragua,NIC,8.04877567,8.31693268,8.56453705
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Panama,PAN,7.31549644,6.89914465,7.26584625
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Puerto Rico,PRI,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Virgin Islands (U.S.),VIR,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,United States,USA,17.04898262,17.00361443,16.88529778
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Argentina,ARG,1153.53405762,1529.61621094,1127.90722656
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Brazil,BRA,801.41131592,935.29919434,848.38885498
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Colombia,COL,442.13824463,489.64459229,513.15869141
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Dominican Republic,DOM,424.3001709,443.67068481,461.54251099
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Ecuador,ECU,502.74447632,513.07617188,516.24798584
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,El Salvador,SLV,293.25802612,282.03674316,288.51745605
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guatemala,GTM,241.78253174,259.9125061,259.62017822
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Haiti,HTI,59.13440323,62.72842407,64.24588013
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mexico,MEX,490.79937744,512.06567383,519.60546875
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Nicaragua,NIC,169.6340332,180.3273468,173.76611328
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Panama,PAN,1050.24365234,1046.33679199,1131.66015625
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Puerto Rico,PRI,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Virgin Islands (U.S.),VIR,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,United States,USA,9877.87109375,10209.63085938,10623.84960938
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Argentina,ARG,1815.53039551,2184.91918945,1989.63562012
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Brazil,BRA,1411.1307373,1482.5333252,1530.82226563
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Colombia,COL,1073.8338623,1114.09619141,1155.4074707
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Dominican Republic,DOM,904.42120361,954.52526855,1017.50299072
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Ecuador,ECU,930.98205566,949.68914795,954.76373291
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,El Salvador,SLV,593.14794922,576.23730469,592.34143066
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Guatemala,GTM,464.53933716,474.80758667,482.96057129
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Haiti,HTI,150.78027344,147.00727844,143.62878418
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Mexico,MEX,1054.80566406,1071.98608398,1065.95007324
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Nicaragua,NIC,434.65509033,473.00387573,473.92501831
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Panama,PAN,1696.9005127,1688.36572266,1856.69128418
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Puerto Rico,PRI,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Virgin Islands (U.S.),VIR,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,United States,USA,9877.87109375,10209.63085938,10623.84960938
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Argentina,ARG,7.626,7.616,7.609
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Brazil,BRA,6.311,6.378,6.452
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Colombia,COL,5.453,5.503,5.562
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Dominican Republic,DOM,6.097,6.12,6.15
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ecuador,ECU,5.098,5.101,5.109
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,El Salvador,SLV,6.984,7.011,7.04
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guatemala,GTM,4.791,4.762,4.738
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Haiti,HTI,8.759,8.638,8.534
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mexico,MEX,5.851,5.933,6.01
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Nicaragua,NIC,5.039,5.049,5.061
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Panama,PAN,5.024,5.048,5.076
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Puerto Rico,PRI,8.86,9.222,9.063
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Virgin Islands (U.S.),VIR,7.5,7.7,7.9
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,United States,USA,8.493,8.638,8.678
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,Argentina,ARG,..,..,..
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,Brazil,BRA,..,..,..
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,Colombia,COL,..,..,..
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,Dominican Republic,DOM,..,..,..
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,Ecuador,ECU,..,..,..
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,El Salvador,SLV,..,..,..
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,Guatemala,GTM,..,..,..
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,Haiti,HTI,..,51.6,..
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,Mexico,MEX,..,..,..
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,Nicaragua,NIC,..,..,..
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,Panama,PAN,..,..,..
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,Puerto Rico,PRI,..,..,..
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,Virgin Islands (U.S.),VIR,..,..,..
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,United States,USA,..,..,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,Argentina,ARG,..,..,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,Brazil,BRA,..,..,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,Colombia,COL,..,..,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,Dominican Republic,DOM,..,..,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,Ecuador,ECU,..,..,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,El Salvador,SLV,..,..,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,Guatemala,GTM,..,..,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,Haiti,HTI,..,39.3,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,Mexico,MEX,..,..,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,Nicaragua,NIC,..,..,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,Panama,PAN,..,..,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,Puerto Rico,PRI,..,..,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,Virgin Islands (U.S.),VIR,..,..,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,United States,USA,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Argentina,ARG,62.11119843,63.20079422,61.40730286
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Brazil,BRA,42.95980453,41.87918091,41.67183304
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Colombia,COL,70.32949066,71.04095459,71.61445618
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Dominican Republic,DOM,45.72493744,46.00228119,44.30707932
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ecuador,ECU,51.06835938,52.82086563,51.99423599
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,El Salvador,SLV,64.47001648,63.7456131,63.85112381
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guatemala,GTM,37.68684769,35.84476852,36.00881577
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Haiti,HTI,11.0194788,11.78406811,11.98007584
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mexico,MEX,52.39226913,51.51245499,50.0715065
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Nicaragua,NIC,57.78796768,58.15778351,59.81373215
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Panama,PAN,64.95343018,63.59411621,63.90228271
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Puerto Rico,PRI,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Virgin Islands (U.S.),VIR,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,United States,USA,50.38727951,50.2542038,50.4128685
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Argentina,ARG,5.59118652,6.60893488,5.91017103
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Brazil,BRA,3.95549059,3.9656806,3.96481943
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Colombia,COL,5.29663372,5.4549818,5.47120094
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Dominican Republic,DOM,2.66466546,2.68220282,2.54011798
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Ecuador,ECU,4.23661137,4.36164618,4.23046207
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,El Salvador,SLV,4.9752202,4.6072526,4.53943443
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guatemala,GTM,2.20067024,2.08395886,2.05508208
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Haiti,HTI,0.92969882,0.95270461,0.92181933
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mexico,MEX,2.94219136,2.84291816,2.68957853
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Nicaragua,NIC,4.65122366,4.83694363,5.12276936
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Panama,PAN,4.75166607,4.38745022,4.64304161
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Puerto Rico,PRI,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Virgin Islands (U.S.),VIR,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,United States,USA,8.59051895,8.54503059,8.51236343
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Argentina,ARG,13.46559525,16.04845238,15.19464302
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Brazil,BRA,9.9722681,10.30662632,10.30064011
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Colombia,COL,19.09369278,19.41239929,19.61733055
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Dominican Republic,DOM,15.716465,15.55979824,15.40141296
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Ecuador,ECU,10.98594856,11.94627571,11.41695976
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,El Salvador,SLV,20.92486,19.24423409,18.84103775
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Guatemala,GTM,18.20531273,17.212183,16.67445374
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Haiti,HTI,4.97450638,5.4430356,4.78745461
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Mexico,MEX,10.75080585,11.04824734,10.46609402
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Nicaragua,NIC,17.360075,17.95849419,18.76168633
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Panama,PAN,21.69505692,20.09027672,21.37067223
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Puerto Rico,PRI,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Virgin Islands (U.S.),VIR,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,United States,USA,22.45356369,22.49492645,22.50150681
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Argentina,ARG,716.47387695,966.72967529,692.61743164
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Brazil,BRA,344.284729,391.69564819,353.53921509
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Colombia,COL,310.95358276,347.84823608,367.49578857
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Dominican Republic,DOM,194.01098633,204.09861755,204.49601746
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Ecuador,ECU,256.74334717,271.0112915,268.41723633
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,El Salvador,SLV,189.06350708,179.78605652,184.22163391
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Guatemala,GTM,91.120224,93.16503143,93.48612976
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Haiti,HTI,6.51630354,7.39196014,7.69670486
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Mexico,MEX,257.14089966,263.77758789,260.17428589
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Nicaragua,NIC,98.02805328,104.87438965,103.93600464
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Panama,PAN,682.16925049,665.40869141,723.15667725
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Puerto Rico,PRI,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Virgin Islands (U.S.),VIR,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,United States,USA,4977.19140625,5130.76904297,5355.78710938
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,Argentina,ARG,1127.64770508,1380.88635254,1221.78161621
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,Brazil,BRA,606.21899414,620.87280273,637.92169189
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,Colombia,COL,755.22192383,791.46459961,827.43884277
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,Dominican Republic,DOM,413.54602051,439.10336304,450.82589722
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,Ecuador,ECU,475.43725586,501.6340332,496.41848755
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,El Salvador,SLV,382.40261841,367.32601929,378.21661377
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,Guatemala,GTM,175.07023621,170.19366455,173.90835571
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,Haiti,HTI,16.61520004,17.32343864,17.2068367
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,Mexico,MEX,552.63653564,552.20635986,533.73724365
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,Nicaragua,NIC,251.17834473,275.08856201,283.47229004
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,Panama,PAN,1102.19494629,1073.70129395,1186.46801758
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,Puerto Rico,PRI,..,..,..
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,Virgin Islands (U.S.),VIR,..,..,..
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,United States,USA,4977.19140625,5130.76904297,5355.78710938
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Argentina,ARG,37.58023834,36.36539459,38.2901268
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Brazil,BRA,56.96614838,58.05422592,58.24096298
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Colombia,COL,29.67050934,28.95903969,28.38554382
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Dominican Republic,DOM,53.65759659,53.258358,54.74419403
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Ecuador,ECU,48.56570816,46.63573837,47.90977097
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,El Salvador,SLV,33.27963638,36.11309052,35.94503403
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Guatemala,GTM,60.66624451,63.07293701,62.30887604
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Haiti,HTI,39.5484848,44.80775452,48.84083176
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Mexico,MEX,47.60773468,48.48754883,49.9284935
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Nicaragua,NIC,36.99293518,35.8103981,34.77602386
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Panama,PAN,34.32499313,35.91284943,35.42386246
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Puerto Rico,PRI,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Virgin Islands (U.S.),VIR,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,United States,USA,49.61272049,49.7457962,49.5871315
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Argentina,ARG,433.50085449,556.2510376,431.87713623
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Brazil,BRA,456.53314209,542.98071289,494.10980225
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Colombia,COL,131.18466187,141.79637146,145.66288757
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Dominican Republic,DOM,227.66926575,236.29171753,252.66773987
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Ecuador,ECU,244.16142273,239.27685547,247.33145142
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,El Salvador,SLV,97.59520721,101.85218811,103.70770264
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Guatemala,GTM,146.6803894,163.93444824,161.7664032
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Haiti,HTI,23.38676262,28.10719681,31.37822151
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Mexico,MEX,233.65847778,248.28808594,259.43118286
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Nicaragua,NIC,62.75260162,64.57594299,60.42894363
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Panama,PAN,360.49606323,375.76934814,400.8777771
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Puerto Rico,PRI,..,..,..
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Virgin Islands (U.S.),VIR,..,..,..
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,United States,USA,4900.68066406,5078.86181641,5268.0625
"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,Argentina,ARG,682.28063965,794.55450439,761.83410645
"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,Brazil,BRA,803.86682129,860.67327881,891.56561279
"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,Colombia,COL,318.61196899,322.63156128,327.96871948
"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,Dominican Republic,DOM,485.29067993,508.36450195,557.02380371
"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,Ecuador,ECU,452.13803101,442.89453125,457.42184448
"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,El Salvador,SLV,197.39749146,208.09710693,212.91731262
"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,Guatemala,GTM,281.81860352,299.47509766,300.92730713
"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,Haiti,HTI,59.63131714,65.87065887,70.14949036
"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,Mexico,MEX,502.16906738,519.77978516,532.21282959
"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,Nicaragua,NIC,160.79165649,169.38456726,164.81228638
"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,Panama,PAN,582.46099854,606.34020996,657.71179199
"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,Puerto Rico,PRI,..,..,..
"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,Virgin Islands (U.S.),VIR,..,..,..
"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,United States,USA,4900.68066406,5078.86181641,5268.0625
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,Argentina,ARG,..,..,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,Brazil,BRA,..,..,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,Colombia,COL,..,..,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,Dominican Republic,DOM,..,..,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,Ecuador,ECU,..,..,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,El Salvador,SLV,..,..,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,Guatemala,GTM,..,..,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,Haiti,HTI,..,39.9,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,Mexico,MEX,..,..,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,Nicaragua,NIC,..,..,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,Panama,PAN,..,..,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,Puerto Rico,PRI,..,..,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,Virgin Islands (U.S.),VIR,..,..,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,United States,USA,34.7,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Argentina,ARG,0.30856234,0.43380749,0.30256653
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Brazil,BRA,0.07404638,0.06659373,0.08720671
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Colombia,COL,0,0,0
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Dominican Republic,DOM,0.61746812,0.73935825,0.94872576
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Ecuador,ECU,0.3659313,0.54339236,0.0959975
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,El Salvador,SLV,2.25034428,0.14129609,0.20383964
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Guatemala,GTM,1.6469028,1.08229303,1.68230891
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Haiti,HTI,49.43203735,43.40818024,39.17908859
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Mexico,MEX,0,0,0
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Nicaragua,NIC,5.21909761,6.03181505,5.41024399
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Panama,PAN,0.72158158,0.49303296,0.67385274
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Puerto Rico,PRI,..,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Virgin Islands (U.S.),VIR,..,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,United States,USA,0,0,0
External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,Argentina,ARG,98.5130383881674,99.3377929297147,98.5029106306609
External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,Brazil,BRA,51.6982015428906,88.9917055834499,95.4312111272843
External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,Colombia,COL,..,..,..
External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,Dominican Republic,DOM,67.424494910066,57.1420594969988,61.3560938657561
External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,Ecuador,ECU,75.8288795285895,91.1803204180854,51.9155508084211
External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,El Salvador,SLV,80.6548505155867,9.28772681546105,1.92463073456828
External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,Guatemala,GTM,12.2478432131541,31.885510141009,29.2525675085904
External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,Haiti,HTI,2.29983301042581,3.34515332684185,3.2356219928954
External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,Mexico,MEX,..,..,..
